contig_id	length	prediction	entropy	reliability_score	host_contam	prophage_contam	G+C	N%	prediction_2	#_bacteria_windows	#_phage_windows	#_eukarya_windows	#_archaea_windows	bacteria_score	bacteria_var	phage_score	phage_var	eukarya_score	eukarya_var	archaea_score	archaea_var	window_summary	terminal_repeats	repeat_length
contig_910	14878.000	phage	0.765	0.470	True	False	0.602	0.000	bacteria	1.000	5.000	1.000	0.000	1.070	0.591	2.039	2.416	-2.746	6.312	-4.352	1.123	1n4V1n1V		
contig_911	13592.000	non-phage	0.665	0.562	False	False	0.494	0.000		1.000	2.000	3.000	0.000	-0.348	3.221	0.231	3.906	0.294	9.070	-5.297	0.782	1V2n1V2n		
contig_912																								
contig_916																							DTR	195.000
contig_918																								
contig_919	6596.000	phage	0.287	0.474	False	False	0.271	0.000	bacteria	0.000	3.000	0.000	0.000	0.568	0.436	4.012	0.500	-5.211	0.155	-3.303	0.022	3V		
contig_920																							DTR	214.000
contig_925	10448.000	phage	0.180	0.703	True	False	0.490	0.000	eukarya	0.000	3.000	2.000	0.000	-4.145	0.624	3.844	13.562	-1.435	9.008	-4.387	0.011	2V1n1V1n		
contig_921	33084.000	phage	0.361	0.646	False	False	0.303	0.000	bacteria	2.000	14.000	0.000	0.000	0.833	0.703	3.965	1.955	-5.645	3.469	-3.662	0.810	11V2n3V		
contig_926	15689.000	phage	0.776	0.472	True	False	0.483	0.000	eukarya	0.000	4.000	3.000	0.000	-0.357	2.512	0.389	3.312	0.250	5.121	-4.055	0.473	1n2V2n2V		
contig_92	54599.000	phage	0.619	0.683	False	False	0.436	0.000	bacteria	9.000	17.000	0.000	0.000	1.642	1.144	2.613	2.572	-4.465	5.414	-3.580	1.345	6n1V1n7V1n3V1n6V		
contig_927	2448.000	phage	0.083	0.743	False	False	0.559	0.000	bacteria	0.000	1.000	0.000	0.000	-0.102	0.000	4.512	0.000	-4.391	0.000	-4.547	0.000	1V		
contig_928	9611.000	phage	0.253	0.662	False	False	0.501	0.000	bacteria	0.000	4.000	0.000	0.000	1.004	0.404	5.008	1.497	-5.539	1.102	-4.824	0.142	4V		
contig_93	15925.000	phage	0.498	0.427	False	False	0.269	0.000	bacteria	0.000	7.000	0.000	0.000	-0.211	0.331	2.945	0.793	-4.086	1.339	-1.362	1.259	7V		
contig_929	37442.000	phage	0.555	0.592	False	False	0.352	0.000	bacteria	1.000	16.000	1.000	0.000	0.864	0.759	3.238	1.960	-4.582	2.934	-3.260	1.381	9V1n6V1n1V	DTR	13.000
contig_94	19369.000	phage	0.604	0.542	True	False	0.524	0.000	bacteria	2.000	6.000	1.000	0.000	1.250	1.650	2.742	3.346	-3.420	6.070	-4.133	1.049	2V1n1V2n3V		
contig_939	34501.000	phage	0.735	0.503	False	False	0.598	0.000	bacteria	4.000	12.000	0.000	0.000	1.333	0.754	2.760	1.736	-3.039	4.086	-4.555	0.863	1V1n4V1n6V2n1V		
contig_940	12113.000	phage	0.297	0.774	True	False	0.391	0.000	bacteria	0.000	4.000	1.000	0.000	-1.403	0.722	4.383	7.582	-3.965	6.812	-3.795	0.790	1n4V		
contig_941	4916.000	non-phage	0.288	0.478	False	False	0.391	0.000		0.000	1.000	1.000	0.000	-2.119	4.855	0.330	4.488	1.165	9.125	-3.838	0.620	1n1V		
contig_942	10073.000	non-phage	0.619	0.755	False	False	0.659	0.000		2.000	2.000	0.000	0.000	2.758	1.588	2.262	0.419	-6.156	2.982	-5.215	0.363	1n2V1n		
contig_943	24175.000	phage	0.657	0.668	False	False	0.579	0.000	bacteria	5.000	6.000	0.000	0.000	1.909	0.461	2.881	2.096	-4.496	4.195	-4.082	1.125	1n5V1n1V3n		
contig_944	2735.000	phage	0.094	0.859	False	False	0.572	0.000	bacteria	0.000	1.000	0.000	0.000	-0.282	0.000	4.199	0.000	-4.637	0.000	-4.160	0.000	1V		
contig_945	16491.000	non-phage	0.750	0.593	False	True	0.500	0.000		3.000	2.000	3.000	0.000	1.446	2.332	1.068	3.617	-1.245	5.996	-4.512	0.555	2n2V4n		
contig_946	15200.000	non-phage	0.861	0.486	False	False	0.484	0.000		1.000	1.000	5.000	0.000	-0.756	4.262	0.215	2.496	0.598	1.778	-3.816	2.387	4n1V2n		
contig_947	3359.000	phage	0.067	0.765	False	False	0.517	0.000	bacteria	0.000	1.000	0.000	0.000	-0.834	0.000	4.188	0.000	-3.688	0.000	-3.514	0.000	1V		
contig_948	3708.000	phage	0.010	0.933	False	False	0.402	0.000	bacteria	0.000	1.000	0.000	0.000	-1.872	0.000	5.523	0.000	-5.637	0.000	-3.072	0.000	1V		
contig_949	2751.000	phage	0.002	0.929	False	False	0.356	0.000	bacteria	0.000	1.000	0.000	0.000	-2.193	0.000	7.312	0.000	-6.637	0.000	-3.174	0.000	1V		
contig_950	6670.000	phage	0.162	0.827	False	False	0.645	0.000	bacteria	0.000	3.000	0.000	0.000	0.971	0.438	5.180	0.278	-7.672	1.078	-5.516	0.194	3V		
contig_952	26026.000	phage	0.835	0.341	False	False	0.466	0.000	bacteria	0.000	10.000	2.000	0.000	0.932	1.256	2.500	1.720	-1.991	5.156	-4.441	0.526	3V1n4V1n3V		
contig_953	12874.000	phage	0.023	0.716	False	False	0.306	0.000	bacteria	0.000	6.000	0.000	0.000	-1.593	0.177	5.391	0.766	-4.734	1.209	-2.900	0.151	6V	DTR	14.000
contig_956	2369.000	phage	0.591	0.300	False	False	0.600	0.000	bacteria	0.000	1.000	0.000	0.000	0.854	0.000	2.746	0.000	-3.525	0.000	-3.680	0.000	1V		
contig_957	7907.000	phage	0.453	0.661	False	False	0.425	0.000	bacteria	1.000	2.000	0.000	0.000	1.240	1.529	3.695	0.931	-5.988	1.203	-3.311	0.936	1n2V	ITR	13.000
contig_959	14108.000	phage	0.426	0.689	False	False	0.476	0.000	bacteria	0.000	6.000	0.000	0.000	0.888	0.993	4.238	1.971	-4.969	4.504	-3.939	0.887	6V		
contig_96	15996.000	phage	0.876	0.579	False	False	0.603	0.000	bacteria	4.000	3.000	0.000	0.000	1.667	1.210	2.375	0.893	-4.031	5.512	-4.738	0.352	1V1n2V3n		
contig_960	10491.000	phage	0.320	0.540	True	False	0.278	0.000	bacteria	0.000	4.000	1.000	0.000	-0.244	1.490	2.395	7.367	-3.133	11.703	-2.842	1.532	1n4V		
contig_962	10976.000	phage	0.796	0.284	True	False	0.571	0.000	eukarya	0.000	3.000	2.000	0.000	0.192	0.788	0.643	4.336	0.515	1.609	-4.977	1.595	1n3V1n		
contig_963	5355.000	phage	0.001	0.967	False	False	0.487	0.000	bacteria	0.000	2.000	0.000	0.000	-3.203	0.029	7.949	0.461	-5.789	0.111	-3.766	0.509	2V		
contig_961	35062.000	non-phage	0.912	0.575	False	True	0.484	0.000		8.000	3.000	6.000	0.000	1.380	3.441	0.723	2.533	-1.015	7.852	-4.422	0.721	4n1V7n1V1n1V2n		
contig_966	17291.000	phage	0.149	0.536	True	False	0.480	0.000	eukarya	0.000	6.000	2.000	0.000	-2.922	1.155	3.605	6.848	-1.729	6.918	-4.414	0.749	3V2n3V		
contig_967	2367.000	non-phage	0.194	0.946	False	False	0.472	0.000		1.000	0.000	0.000	0.000	4.926	0.000	1.422	0.000	-6.770	0.000	-3.400	0.000	1n		
contig_968																								
contig_969	14630.000	non-phage	0.877	0.449	False	False	0.507	0.000		0.000	3.000	4.000	0.000	-0.460	0.901	-0.376	1.597	1.179	2.148	-3.883	2.611	1n3V3n	ITR	13.000
contig_970	2617.000	phage	0.179	0.789	False	False	0.440	0.000	bacteria	0.000	1.000	0.000	0.000	0.534	0.000	4.129	0.000	-5.707	0.000	-5.793	0.000	1V		
contig_971	7326.000	phage	0.997	0.584	True	False	0.362	0.000	bacteria	1.000	2.000	0.000	0.000	0.542	0.839	2.230	4.309	-2.227	9.398	-2.826	2.297	1V1n1V		
contig_972	14650.000	phage	0.581	0.535	False	False	0.574	0.000	bacteria	0.000	7.000	0.000	0.000	0.167	1.664	3.184	1.699	-3.111	5.891	-4.809	0.347	7V		
contig_973	12142.000	non-phage	0.567	0.614	False	False	0.596	0.000		3.000	2.000	0.000	0.000	2.562	0.993	2.445	1.187	-3.564	1.161	-4.984	0.324	2n2V1n		
contig_974	24279.000	phage	0.252	0.657	False	False	0.308	0.000	bacteria	0.000	11.000	0.000	0.000	-0.360	0.760	3.697	0.981	-4.977	2.670	-2.887	1.633	11V		
contig_976	3192.000	phage	0.949	0.448	False	False	0.432	0.000	eukarya	0.000	1.000	0.000	0.000	-4.762	0.000	1.129	0.000	0.421	0.000	-4.855	0.000	1V		
contig_977	14816.000	phage	0.350	0.720	False	False	0.516	0.000	bacteria	0.000	6.000	1.000	0.000	-0.042	0.352	3.736	3.574	-4.062	6.008	-4.484	0.500	1n6V		
contig_979	12840.000	phage	0.504	0.430	False	False	0.460	0.000	bacteria	0.000	6.000	0.000	0.000	-0.199	1.434	2.785	0.545	-2.508	3.016	-4.379	0.709	6V		
contig_978	33844.000	non-phage	0.772	0.396	False	False	0.454	0.000		3.000	5.000	8.000	0.000	-0.517	2.566	0.109	4.000	0.683	4.332	-4.316	0.593	5n3V3n1V2n1V1n	DTR	66.000
contig_98	14750.000	phage	0.229	0.461	True	False	0.411	0.000	bacteria	0.000	6.000	1.000	0.000	-0.913	0.993	3.010	6.254	-2.145	10.930	-3.559	0.978	1n6V		
contig_980	3439.000	phage	0.351	0.282	False	False	0.285	0.000	bacteria	0.000	1.000	0.000	0.000	0.067	0.000	2.980	0.000	-2.781	0.000	-2.697	0.000	1V		
contig_981	7002.000	phage	0.572	0.795	False	False	0.652	0.000	bacteria	2.000	1.000	0.000	0.000	2.465	0.911	2.504	1.404	-5.574	0.541	-6.070	0.202	1V2n		
contig_982	18345.000	phage	0.491	0.495	False	False	0.524	0.000	bacteria	0.000	8.000	0.000	0.000	1.633	0.585	4.145	1.218	-5.051	1.643	-5.488	0.443	8V		
contig_983	16274.000	phage	0.803	0.407	True	False	0.405	0.000	bacteria	0.000	5.000	2.000	0.000	-0.822	1.759	1.844	3.240	-1.047	5.680	-3.244	0.799	1n2V1n3V		
contig_985	4183.000	phage	1.091	0.265	False	False	0.370	0.000	bacteria	0.000	2.000	0.000	0.000	0.698	0.799	1.840	0.172	-1.464	1.927	-3.750	0.024	2V		
contig_986	14233.000	phage	0.452	0.718	False	False	0.500	0.000	bacteria	2.000	4.000	0.000	0.000	2.861	1.682	3.375	1.699	-6.586	2.426	-6.133	0.850	1n3V1n1V		
contig_987	4914.000	non-phage	0.966	0.474	False	False	0.514	0.000		1.000	1.000	0.000	0.000	2.496	0.887	2.207	0.024	-2.887	2.941	-4.285	0.934	1V1n		
contig_988	2542.000	phage	0.441	0.310	False	False	0.541	0.000	bacteria	0.000	1.000	0.000	0.000	0.788	0.000	3.377	0.000	-4.688	0.000	-1.239	0.000	1V		
contig_989	11818.000	phage	0.191	0.723	False	False	0.546	0.000	bacteria	0.000	5.000	0.000	0.000	0.714	0.214	4.539	0.241	-4.844	0.154	-4.125	0.011	5V		
contig_990	19323.000	phage	0.194	0.742	True	False	0.420	0.000	bacteria	2.000	7.000	0.000	0.000	-0.217	4.316	3.639	4.207	-4.164	3.135	-2.656	0.810	7V2n		
contig_99	35015.000	phage	0.435	0.442	True	False	0.388	0.000	bacteria	0.000	16.000	1.000	0.000	-0.955	1.541	3.471	3.568	-2.514	8.586	-3.975	0.970	15V1n1V		
contig_991	2181.000	phage	1.319	0.039	False	False	0.517	0.000	eukarya	0.000	1.000	0.000	0.000	-1.247	0.000	1.070	0.000	0.781	0.000	-2.611	0.000	1V		
contig_992	6558.000	phage	0.488	0.495	False	False	0.630	0.000	bacteria	0.000	3.000	0.000	0.000	0.713	0.476	3.328	0.469	-2.943	1.097	-5.359	0.001	3V		
contig_993	24859.000	phage	0.688	0.613	False	False	0.297	0.000	bacteria	1.000	11.000	0.000	0.000	0.383	0.979	2.699	1.669	-4.176	3.486	-1.473	1.016	8V1n3V	DTR	15.000
contig_996	13992.000	non-phage	0.600	0.728	False	False	0.612	0.000		5.000	1.000	0.000	0.000	2.508	1.449	1.854	1.736	-4.953	5.453	-4.219	4.246	1n1V4n		
contig_997																								
contig_998	11404.000	phage	0.586	0.560	False	False	0.487	0.000	bacteria	0.000	5.000	0.000	0.000	2.225	0.685	4.043	0.249	-7.047	2.982	-4.543	0.542	5V		
contig_999																								
